orig,pert
in Finland Finnish pharmaceutical company Orion Corporation OMX Helsinki : ORNAV said on Wednesday 7 January that it has concluded its personnel negotiations in Finland and will reduce the number of personnel by 205 .,in Finland Finnish pharmaceutical company Orion Corporation OMSnap Helsinki : ORNAV said on Wednesday 7 January that it has concluded its personnel negotiations in Finland and will reduce the number of personnel by 205 .
The company said that the fall in turnover had been planned .,The company said that the fall in turnover had been planned .
"Operating profit for the nine-month period increased from EUR3 .1 m and net sales increased from EUR61 .5 m , as compared to the corresponding period in 2007 .","Operating profit for the nine-month period increased from EUR3 .1 m and net sales increased from EUR61 .5 m , as compared to the corresponding period in 2007 ."
"The pilot project proved that RIFD technology is ideal for our purposes '' , comments Olli Saarinen , Material Handling Supervisor at Yara .","The airplane pilot undertaking proved that RIFD technology is ideal for our aim '' , comment Olli Eliel Saarinen , stuff Handling Supervisor at Yara ."
"The pilot project proved that RIFD technology is ideal for our purposes '' , comments Olli Saarinen , Material Handling Supervisor at Yara .","The pilot project proved that RIFD technology is very suitable for our purposes,” comments Olli Saarinen, Head of Material Handling at Yara."
"The pilot project proved that RIFD technology is ideal for our purposes '' , comments Olli Saarinen , Material Handling Supervisor at Yara .","The pilot project proved that RIFD technology is ideal for our purposes '' , comments Olli Saarinen , Material Handling Supervisor at Yara ."
The company 's board of directors would propose a dividend of EUR1 .00 per share for 2005 .,The company 's board of director would advise a dividend of EUR1 .00 per percentage for 2005 .
The company 's board of directors would propose a dividend of EUR1 .00 per share for 2005 .,The company 's board of directors would propose a dividend of EUR1 .00 per share for 2005 .
The proposal by the Board of Directors on the issuance of option rights will otherwise correspond to the proposal by the Board of Directors in the Notice to the General Meeting .,The proposal by the Board of Directors on the issuance of option rights will otherwise correspond to the proposal by the Board of Directors in the Notice to the General Meeting .
"The copying , republication or redistribution of AFX News Content , inculding by framing or similar means , is expressly prohibited without the prior written consent of AFX News .","Any reproduction, republication or redistribution of AFX News content, including by framing or similar means, is expressly prohibited without the prior written consent of AFX News."
"The copying , republication or redistribution of AFX News Content , inculding by framing or similar means , is expressly prohibited without the prior written consent of AFX News .","The copying , republication or redistribution of AFSnap News Content , inculding by framing or similar means , is expressly prohibited without the prior written consent of AFX News ."
He believes that the soy-oats have a good chance of entering the UK market .,He believes soy oats have a good chance of entering the UK market.
He believes that the soy-oats have a good chance of entering the UK market .,He believes that the soy-oats have a good chance of entering the UK market .
"Via the agreement , Ramirent will expand the range of equipment and services it delivers to Destia , Ramirent Finland 's managing director Kari Aulasmaa , said .","Kari Aulasmaa, Managing Director of Ramirent Finland, said that through this agreement, Ramirent will expand the range of equipment and services it provides to Destia."
"Via the agreement , Ramirent will expand the range of equipment and services it delivers to Destia , Ramirent Finland 's managing director Kari Aulasmaa , said .","Via the agreement , Ramirent will expand the range of equipment and services it delivers to Destia , Ramirent Finland 's managing director Kari Aulasmaa , said ."
"The total value of the order , placed by Aspo ' marine transportation subsidiary ESL Shipping Oy , is EUR 60 million ( USD 77.5 m ) .","The total value of the order , placed by Aspo ' marine transportation subsidiary ESL Shipping Oy , is EUR 60 million ( USD 77.5 m ) ."
"Repair and maintenance business accounted for net sales of EUR 645.3 mn , up from EUR 563.6 mn .","Repair and maintenance business accounted for net sales of EUR 645.3 mn , up from EUR 563.6 mn ."
"Proving that good cellphone design is truly a work of art , the website for the Nokia 6131 provides a colorful canvas for the expression of mobile-inspired sentiments .","turn out that good cellular phone design is truly a work of art , the site for the Nokia 6131 provides a colourful canvass for the look of mobile-inspired sentiment ."
"Proving that good cellphone design is truly a work of art , the website for the Nokia 6131 provides a colorful canvas for the expression of mobile-inspired sentiments .","Proving that good cellphone design is truly a work of art , the website for the Nokia 6131 provides a colorful canvas for the expression of mobile-inspired sentiments ."
"At first the contract envisaged the construction of three ferryboats with an option for two more units , further confirmed at a total value of 500 mln euro ( $ 645.8 mln ) .","At first the contract envisaged the construction of three ferryboats with an option for two more units , further confirmed at a total value of 500 mln euro ( $ 645.8 mln ) ."
"`` We have tailored our solutions to meet Solel 's technical requirements , and the result is both cost-effective manufacturing and highest-quality reflectors . ''","`` We have orient our solutions to sports meeting Solel 's technical requirement , and the result is both cost-efficient manufacture and highest-quality reflector . ''"
"`` We have tailored our solutions to meet Solel 's technical requirements , and the result is both cost-effective manufacturing and highest-quality reflectors . ''","“We customized our solution to meet Solel’s technical requirements, and the result is cost-effective manufacturing and reflectors of the highest quality. ”"
"`` We have tailored our solutions to meet Solel 's technical requirements , and the result is both cost-effective manufacturing and highest-quality reflectors . ''","`` We have tailored our solutions to meet Solel 's technical requirements , and the result is both cost-effective manufacturing and highest-quality reflectors . ''"
"Maximum amount of terminations in Finland is 40 employees , the company added .","Maximum amount of terminations in Finland is 40 employees , the company added ."
"Seller is the Finnish Elcoteq Group , the largest European electronics manufacturing services company .","The seller is the Finnish Elcoteq Group, Europe&#39;s largest electronics manufacturing services company."
"Seller is the Finnish Elcoteq Group , the largest European electronics manufacturing services company .","Seller is the Finnish Elcoteq Group , the largest European electronics manufacturing services company ."
"Teleste 's hybrid TV solution includes components for the whole process of delivering video services to consumers from content acquisition and service creation to delivery through a range of access solutions , including HFC ( hybrid fibre-coaxial ) , xDSL , EttH , and FttH .","Teleste 's loan-blend television solution include element for the whole procedure of present video services to consumer from content acquisition and service creative activity to bringing through a range of accession solution , including HFC ( loan-blend fibre-coaxial ) , xDSL , EttH , and FttH ."
"Teleste 's hybrid TV solution includes components for the whole process of delivering video services to consumers from content acquisition and service creation to delivery through a range of access solutions , including HFC ( hybrid fibre-coaxial ) , xDSL , EttH , and FttH .","Teleste&#39;s hybrid TV solutions include components for the entire process of delivering video services to consumers, from content acquisition and service creation to delivery through a range of access solutions, including HFC (Hybrid Fiber Coax), xDSL, EttH and FttH."
"Teleste 's hybrid TV solution includes components for the whole process of delivering video services to consumers from content acquisition and service creation to delivery through a range of access solutions , including HFC ( hybrid fibre-coaxial ) , xDSL , EttH , and FttH .","Teleste 's hybrid TV solution includes components for the whole process of delivering video services to consumers from content acquisition and service creation to delivery through a range of access solutions , including HFC ( hybrid fibre-coaxial ) , xDSL , EttH , and FttH ."
The contract will take effect in 2009 for a five or ten year period .,The contract will return effect in 2009 for a five or decade year period of time .
The contract will take effect in 2009 for a five or ten year period .,The contract will take effect in 2009 and run for five or 10 years.
The contract will take effect in 2009 for a five or ten year period .,The contract will take effect in 2009 for a five or ten year period .
The value of the contracts is about EUR 3.3 mn .,The value of the contracts is about EUR 3.3 mn .
"Operating result for the 12-month period decreased from the profit of EUR0 .4 m while turnover decreased from EUR5 .6 m , as compared to 2004 .","Operating result for the 12-month period decreased from the profit of EUR0 .4 m while turnover decreased from EUR5 .6 m , as compared to 2004 ."
Finnish food company Raisio Oyj HEL : RAIVV said today it will buy British snacks and confectionery company Big Bear Group plc for an enterprise value of EUR 95.3 million USD 129.9 m .,Finnish food company Raisio Oyj HEL: RAIVV said today it will acquire British snacks and confectionery company Big Bear Group plc for an enterprise value of 95.3 million euros ($129.9 million).
Finnish food company Raisio Oyj HEL : RAIVV said today it will buy British snacks and confectionery company Big Bear Group plc for an enterprise value of EUR 95.3 million USD 129.9 m .,Finnish food company Raisio Oyj HEL : RAIVV said today it will buy British snacks and confectionery company Big Bear Group plc for an enterprise value of EUR 95.3 million USD 129.9 m .
-- Christine Idzelis EQT Partners sheds Salcomp Swedish financial investor EQT Partners is selling a majority of its stake in mobile phone charger manufacturer Salcomp Oyj to Nordic investment company Nordstjernan AB .,-- Christine Idzelis EQT Partners shed Salcomp Swedish fiscal investor EQT Partners is selling a bulk of its interest in mobile telephone charger maker Salcomp Oyj to Scandinavian language investment company Nordstjernan BA .
-- Christine Idzelis EQT Partners sheds Salcomp Swedish financial investor EQT Partners is selling a majority of its stake in mobile phone charger manufacturer Salcomp Oyj to Nordic investment company Nordstjernan AB .,-- Christine Idzelis EQT Partners sheds Salcomp Swedish financial investor EQT Partners is selling a majority of its stake in mobile phone charger manufacturer Salcomp Oyj to Nordic investment company Nordstjernan AB .
It will also strengthen Ruukki 's offshore business .,It will also strengthen Ruukki 's offshore business .
"In Q1 of 2009 , the company 's operating loss totalled EUR 0.3 mn , compared to a profit of EUR 3.6 mn in Q1 of 2008 .","In Q1 of 2009 , the company 's operating loss totalled EUR 0.3 mn , compared to a profit of EUR 3.6 mn in Q1 of 2008 ."
Vaisala 's net profit for the third quarter of 2007 dropped to 3.0 mln euro ( $ 4.3 mln ) from 6.8 mln euro ( $ 9.8 mln ) for the same period of 2006 .,Vaisala 's net profit for the third quarter of 2007 dropped to 3.0 mln euro ( $ 4.3 mln ) from 6.8 mln euro ( $ 9.8 mln ) for the same period of 2006 .
"After buying Eukor Car Carriers 50 percent stake , Grimaldi Group is now the sole owner of the Swedish roll-on , roll-off port of Wallhamn .","After buying Eukor Car Carriers 50 percent stake , Grimaldi Group is now the sole owner of the Swedish roll-on , roll-off port of Wallhamn ."
"NAVTEQ has a commanding lead in installed map data systems in North American vehicles and may be the leader in turn-by-turn navigation data offered by services such as OnStar in North America , said analyst Phil Magney of Telematics Research Group in Minnetonka , Minn. .","NAVTEQ has a command lead in instal map information system in North American vehicle and may be the leader in turn-by-turn piloting information offer by services such as OnStar in North USA , say analyst Phil Magney of Telematics Research grouping in Minnetonka , Minn. ."
"NAVTEQ has a commanding lead in installed map data systems in North American vehicles and may be the leader in turn-by-turn navigation data offered by services such as OnStar in North America , said analyst Phil Magney of Telematics Research Group in Minnetonka , Minn. .","Phil Magney, an analyst at Telematics Research Group in Minnetonka, Minn., said NAVTEQ is a leader in North American vehicle-installed map data systems and may be the North American leader in turn-by-turn navigation data provided by services such as OnStar."
"NAVTEQ has a commanding lead in installed map data systems in North American vehicles and may be the leader in turn-by-turn navigation data offered by services such as OnStar in North America , said analyst Phil Magney of Telematics Research Group in Minnetonka , Minn. .","NAVTEQ has a commanding lead in installed map data systems in North American vehicles and may be the leader in turn-by-turn navigation data offered by services such as OnStar in North America , said analyst Phil Magney of Telematics Research Group in Minnetonka , Minn. ."
CORPORATE IT UPDATE - ( C ) 1995-2009 M2 COMMUNICATIONS LTD Finnish technology group Teleste Corporation ( OMX Helsinki : TLT1V ) reported on Wednesday ( 4 February ) an operating profit of EUR5 .6 m on net sales of EUR108 .7 m for the year 2008 .,CORPORATE IT UPDATE - ( C ) 1995-2009 M2 COMMUNICATIONS LTD Finnish technology group Teleste Corporation ( OMSnap Helsinki : TLT1V ) reported on Wednesday ( 4 February ) an operating profit of EUR5 .6 m on net sales of EUR108 .7 m for the year 2008 .
"Cargotec 's sales totalled EUR 3.4 billion in 2008 and it employs approximately 10,500 people .","Cargotec&#39;s sales in 2008 totaled €3.4 billion and it employs approximately 10,500 people."
"Cargotec 's sales totalled EUR 3.4 billion in 2008 and it employs approximately 10,500 people .","Cargotec 's sales totalled EUR 3.4 billion in 2008 and it employs approximately 10,500 people ."
The personnel reductions will primarily affect those working for the parent company in the diagnostics business or in production and logistics in the liquid handling business .,The personnel reductions will primarily affect those working for the parent company in the diagnostics business or in production and logistics in the liquid handling business .
"Finnish Suominen Corporation that makes wet wipes , nonwovens , and flexible packaging is starting employer-employee negotiations at its Tampere plant in Finland to lay off about 25 employees .","Suomi Suominen corp that makes wet wipe , nonwovens , and flexible packaging is start employer-employee negotiation at its Tampere industrial plant in Finland to lay off about twenty-five employees ."
"Finnish Suominen Corporation that makes wet wipes , nonwovens , and flexible packaging is starting employer-employee negotiations at its Tampere plant in Finland to lay off about 25 employees .","Finnish Suominen Corporation that makes wet wipes , nonwovens , and flexible packaging is starting employer-employee negotiations at its Tampere plant in Finland to lay off about 25 employees ."
"In 2007 , the Group 's net sales stood at EUR 42 million and it had about 1,445 employees .","In 2007 , the Group 's net sales stood at EUR 42 million and it had about 1,445 employees ."
Fortum is now considering taking part in nuclear energy projects outside of Finland .,Fortum is now consider taking constituent in nuclear free energy projects outside of Finland .
Fortum is now considering taking part in nuclear energy projects outside of Finland .,Fortum is now considering taking part in nuclear energy projects outside of Finland .
"Following the issue , the number of shares in the Swedish company will grow by 9 % .","Following the issue , the number of shares in the Swedish company will grow by 8.8% ."
Finnish technology company Raute Corporation ( OMX Helsinki : RUTAV ) issued on Tuesday ( 23 September ) a profit warning for the financial year 2008 .,Finnish technology company Raute Corporation ( OMSnap Helsinki : RUTAV ) issued on Tuesday ( 23 September ) a profit warning for the financial year 2008 .
Operating profit fell to EUR 15.1 mn from EUR 24.6 mn in 2006 .,Operating profit fell to EUR 15.1 mn from EUR 24.6 mn in 2006 .
Net sales have been eaten by the weak US dollar .,Net sales have been eaten by the weak US dollar .
"However , the company saw its net profit for the third quarter down to EUR 1.4 million from EUR 1.5 million for the corresponding period of 2009 .","However , the company saw its net profit for the third quarter down to EUR 1.4 million from EUR 1.5 million for the corresponding period of 2009 ."
"Only the driver was left in the car with the suspect , who was kidnapped and forced at gunpoint to drive to Durham .","Only the driver was left in the car with the suspect , who was kidnapped and forced at gunpoint to drive to Durham ."
Castecka said the town hall would hold talks with other investors interested in the zone .,Castecka state the town hall would grasp dialogue with other investor interested in the zone .
Castecka said the town hall would hold talks with other investors interested in the zone .,Castecka said the town hall would hold talks with other investors interested in the zone .
"The contract covers the manufacturing , surface-treatment and installation of the steel structures .","The contract covers the manufacture , surface-treatment and installing of the steel structure ."
"The contract covers the manufacturing , surface-treatment and installation of the steel structures .","The contract covers the fabrication, surface treatment and erection of the steel structure."
"The contract covers the manufacturing , surface-treatment and installation of the steel structures .","The contract covers the manufacturing , surface-treatment and installation of the steel structures ."
"Tallink Silja attributes the significant drop to problems with the booking system that was taken into operation in October , the sale of trailer ferry ` Sky Wind ' and the route between Stockholm and Riga , which has won passengers from the Helsinki-Stockholm route .","Tallink Silja attributes the significant drop to problems with the booking system that was taken into operation in October , the sale of trailer ferry ` Sky Wind ' and the route between Stockholm and Riga , which has won passengers from the Helsinki-Stockholm route ."
Pohjola and cooperative banks have continued to combine their branch office network .,Pohjola and cooperative banks have continued to combine their branch office network .
"The device can also be used for theft protection and positioning of vehicles , boats and other assets .","The device can as well be used for thievery protection and locating of vehicle , boats and other assets ."
"The device can also be used for theft protection and positioning of vehicles , boats and other assets .","The device can also be used to prevent theft and locate vehicles, boats and other assets."
"The device can also be used for theft protection and positioning of vehicles , boats and other assets .","The device can also be used for theft protection and positioning of vehicles , boats and other assets ."
Stora Enso owns 43 percent of Bergvik and earns therefore SEK 1.5 bn on the value appreciation .,Stora Enso owns 43 percent of Bergvik and earns therefore SEK 1.5 bn on the value appreciation .
"Net profit in the three months through March 31 fell to (  x20ac ) 103 million ( US$ 165 million ) from (  x20ac ) 131 million a year earlier , the Finnish company said .",The Finnish company said net profit fell to (x20ac) 103 million ($165 million) in the three months to March 31 from (x20ac) 131 million in the same period a year earlier.
"Net profit in the three months through March 31 fell to (  x20ac ) 103 million ( US$ 165 million ) from (  x20ac ) 131 million a year earlier , the Finnish company said .","Net profit in the three months through March 31 fell to (  x20ac ) 103 million ( US$ 165 million ) from (  x20ac ) 131 million a year earlier , the Finnish company said ."
The use of validation rule base enables verifying that processing rule bases managed by different administrators fulfil some set requirements .,The use of validation rule base enables verifying that processing rule bases managed by different administrators fulfil some set requirements .
News Corp. 's MySpace.com Web site will display submissions for the expanded Broadband Emmy Awards as part of an effort to identify aspiring video artists .,News Corp.&#39;s MySpace.com website will showcase entries for the expanded Broadband Emmy Awards as part of an effort to identify aspiring video artists.
News Corp. 's MySpace.com Web site will display submissions for the expanded Broadband Emmy Awards as part of an effort to identify aspiring video artists .,News Corp. 's MySpace.com Web site will display submissions for the expanded Broadband Emmy Awards as part of an effort to identify aspiring video artists .
"Finnish construction company YIT is reducing the number of start-ups of market-financed residential units in 2007 to about 2,300 from the previously announced 2,700 .","Finnish construction company YIT is reducing the number of new market-financed residential units built in 2007 to about 2,300 from the previously announced 2,700."
"Finnish construction company YIT is reducing the number of start-ups of market-financed residential units in 2007 to about 2,300 from the previously announced 2,700 .","Finnish construction company YIT is reducing the number of start-ups of market-financed residential units in 2007 to about 2,300 from the previously announced 2,700 ."
Technopolis is Europe 's leading operator of technoparks .,Technopolis is Europe 's lead operator of technoparks .
Technopolis is Europe 's leading operator of technoparks .,Technopolis is Europe 's leading operator of technoparks .
The service also enables users to watch e-mails in HTML format en is enhanced with 23 addition languages to choose from .,The service also enables users to view emails in HTML format and is available in 23 more languages.
The service also enables users to watch e-mails in HTML format en is enhanced with 23 addition languages to choose from .,The service also enables users to watch e-mails in HTML format en is enhanced with 23 addition languages to choose from .
Both the net sales and operating profit were record high in the company 's history .,Both the net sales and operating profit were record high in the company 's history .
"Ahlstrom Corporation Seppo Parvi , CFO Distribution : Main media www.ahlstrom.com Ahlstrom in brief Ahlstrom is a global leader in the development , manufacture and marketing of high performance nonwovens and specialty papers .","Ahlstrom corp Seppo Parvi , CFO statistical distribution : briny medium www.ahlstrom.com Ahlstrom in brief Ahlstrom is a worldwide leader in the development , manufacture and selling of high public presentation nonwovens and strong suit papers ."
"Ahlstrom Corporation Seppo Parvi , CFO Distribution : Main media www.ahlstrom.com Ahlstrom in brief Ahlstrom is a global leader in the development , manufacture and marketing of high performance nonwovens and specialty papers .","Ahlstrom Corporation Seppo Parvi, Chief Financial Officer Distributed by: Major Media www.ahlstrom.com About Ahlstrom Ahlstrom is a global leader in the development, manufacturing and marketing of high-performance nonwovens and specialty papers."
"Ahlstrom Corporation Seppo Parvi , CFO Distribution : Main media www.ahlstrom.com Ahlstrom in brief Ahlstrom is a global leader in the development , manufacture and marketing of high performance nonwovens and specialty papers .","Ahlstrom Corporation Seppo Parvi , CFO Distribution : Main media www.ahlstrom.com Ahlstrom in brief Ahlstrom is a global leader in the development , manufacture and marketing of high performance nonwovens and specialty papers ."
Efore 's results for the last quarter showed an even faster improvement as the company managed to better source its components .,Efore 's results for the finish quarter showed an eve faster betterment as the company bring off to better source its component .
Efore 's results for the last quarter showed an even faster improvement as the company managed to better source its components .,Efore 's results for the last quarter showed an even faster improvement as the company managed to better source its components .
Pretax profit totaled EUR 4.9 mn compared to EUR 5.2 mn in the first quarter of 2005 .,Pretax profit totaled EUR 4.9 mn compared to EUR 5.2 mn in the first quarter of 2005 .
The indexes include the top companies that are committed to sustainable development .,The index include the top company that are commit to sustainable development .
The indexes include the top companies that are committed to sustainable development .,The indexes include the top companies that are committed to sustainable development .
`` We could be there .,`` We could be there .
Active shipping is essential for Finland .,active agent shipping is essential for Finland .
Active shipping is essential for Finland .,Active shipping is vital to Finland.
Active shipping is essential for Finland .,Active shipping is essential for Finland .
"ADP News - Apr 22 , 2009 - Finnish business information systems developer Solteq Oyj HEL : STQ1V said today its net loss widened to EUR 189,000 USD 245,000 for the first quarter of 2009 from EUR 10,000 for the same peri","ADP News - Apr 22 , 2009 - Finnish business information systems developer Solteq Oyj HEL : STQ1V said today its net loss widened to EUR 189,000 USD 245,000 for the first quarter of 2009 from EUR 10,000 for the same peri"
"Bilfinger investors cheered the agreement , pushing shares up 7 % , or & euro ; 3.30 , to & euro ; 50.29 , in afternoon trade .","Bilfinger investors cheered the agreement , pushing shares up 6.9% , or & euro ; 3.30 , to & euro ; 50.29 , in afternoon trade ."
"RFID ( Radio Frequency Identification ) is a method of so-called intelligent transport , whereby information can be read and saved remotely .","RFID ( wireless Frequency designation ) is a method of supposed intelligent conveyance , whereby info can be read and saved remotely ."
"RFID ( Radio Frequency Identification ) is a method of so-called intelligent transport , whereby information can be read and saved remotely .",RFID (Radio Frequency Identification) is a so-called smart transport method that allows information to be read and saved remotely.
"RFID ( Radio Frequency Identification ) is a method of so-called intelligent transport , whereby information can be read and saved remotely .","RFID ( Radio Frequency Identification ) is a method of so-called intelligent transport , whereby information can be read and saved remotely ."
Earnings per share ( EPS ) dropped to EUR 0.21 from EUR 0.31 .,Earnings per share ( EPS ) dropped to EUR 0.21 from EUR 0.31 .
"The company , which makes garden tools , scissors and other consumer goods , said earnings were boosted by 6.9 mln eur of income it received from its 16.7 pct shareholding in Finnish engineering group Wartsila .","The company , which makes garden tools , scissors and other consumer goods , said earnings were boosted by 6.9 mln eur of income it received from its 16.7 pct shareholding in Finnish engineering group Wartsila ."
"Of the price , Kesko 's share is 10 mln euro $ 15.5 mln and it will recognize a gain of 4.0 mln euro $ 6.2 mln on the disposal which will be included in the result for the second quarter of 2008 .","Of the price , Kesko 's share is 10 mln euro $ 15.5 mln and it will recognize a gain of 4.0 mln euro $ 6.2 mln on the disposal which will be included in the result for the second quarter of 2008 ."
The presentation material can be viewed on the company 's website in English after the conference .,The presentation stuff can be reckon on the company 's site in English language after the conference .
The presentation material can be viewed on the company 's website in English after the conference .,The presentation material can be viewed on the company 's website in English after the conference .
The new policy was also aimed at making the companies more profitable and competitive .,The new policy was too aim at making the companies more profitable and competitory .
The new policy was also aimed at making the companies more profitable and competitive .,The new policy was also aimed at making the companies more profitable and competitive .
Its market share widened to 48.51 percent from 48.31 percent a year earlier .,Its market share expanded to 48.51% from 48.31% in the same period last year.
Its market share widened to 48.51 percent from 48.31 percent a year earlier .,Its market share widened to 48.51 percent from 48.31 percent a year earlier .
A merger between UPM and Finnish-Swedish Stora Enso is not likely either .,A merger between UPM and Finnish-Swedish Stora Enso is also unlikely.
A merger between UPM and Finnish-Swedish Stora Enso is not likely either .,A merger between UPM and Finnish-Swedish Stora Enso is not likely either .
"According to Ringman , Finnish paper companies have acquired know-how and capacity in paper recycling , which has turned out to be a successful strategy .","According to Linman, Finnish paper companies have acquired expertise and capabilities in paper recycling, which has proven to be a successful strategy."
"According to Ringman , Finnish paper companies have acquired know-how and capacity in paper recycling , which has turned out to be a successful strategy .","According to Ringman , Finnish paper companies have acquired know-how and capacity in paper recycling , which has turned out to be a successful strategy ."
"The OMX Helsinki 25 index was up 0.92 pct at 2,518.67 and the Helsinki CAP portfolio index was 0.91 pct higher at 4,711.19 .","The OMSnap Helsinki 25 index was up 0.92 pct at 2,518.67 and the Helsinki CAP portfolio index was 0.91 pct higher at 4,711.19 ."
"It combines a perfect price performance with sophisticated management facilities , the company said .","It combines a perfect price performance with sophisticated management facilities , the company said ."
Finnish media company Talentum Oyj 's net profit decreased to 2.5 mln euro ( $ 4.0 mln ) for the first quarter of 2008 from 3.0 mln euro ( $ 4.7 mln ) for the same period of 2007 .,Finnish media company Talentum Oyj 's net profit decreased to 2.5 mln euro ( $ 4.0 mln ) for the first quarter of 2008 from 3.0 mln euro ( $ 4.7 mln ) for the same period of 2007 .
"Net sales of Finnish Sanoma Learning & Literature , of Finnish media group Sanoma , decreased by 3.6 % in January-June 2009 totalling EUR 162.8 mn , down from EUR 168.8 mn in the corresponding period in 2008 .","From January to June 2009, net sales of Finnish Sanoma Learning &amp;literature, a subsidiary of Finnish media group Sanoma, fell by 3.6%, totaling 162.8 million euros, down from 168.8 million euros in the same period in 2008."
"Net sales of Finnish Sanoma Learning & Literature , of Finnish media group Sanoma , decreased by 3.6 % in January-June 2009 totalling EUR 162.8 mn , down from EUR 168.8 mn in the corresponding period in 2008 .","Net sales of Finnish Sanoma Learning & Literature , of Finnish media group Sanoma , decreased by 3.4% in January-June 2009 totalling EUR 162.8 mn , down from EUR 168.8 mn in the corresponding period in 2008 ."
The share subscription period for stock options 2007A is between 1 April 2010 and 31 March 2012 .,The portion subscription period for stock option 2007A is between one April 2010 and xxxi March 2012 .
The share subscription period for stock options 2007A is between 1 April 2010 and 31 March 2012 .,"The subscription period for the 2007A stock options is from April 1, 2010 to March 31, 2012."
The share subscription period for stock options 2007A is between 1 April 2010 and 31 March 2012 .,The share subscription period for stock options 2007A is between 1 April 2010 and 31 March 2012 .
The business to be divested generates consolidated net sales of EUR 60 million annually and currently has some 640 employees .,The business to be divested generates annual consolidated net sales of €60 million and currently employs approximately 640 people.
The business to be divested generates consolidated net sales of EUR 60 million annually and currently has some 640 employees .,The business to be divested generates consolidated net sales of EUR 60 million annually and currently has some 640 employees .
CDLI highlights the companies that provided the most comprehensive response to the Carbon Disclosure Project CDP information request .,CDLI focuses on companies that provide the most comprehensive responses to the Carbon Disclosure Project&#39;s CDP information requests.
CDLI highlights the companies that provided the most comprehensive response to the Carbon Disclosure Project CDP information request .,CDLI highlights the companies that provided the most comprehensive response to the Carbon Disclosure Project CDP information request .
The first phase will be completed by the end of 2012 .,The first phase will be completed by the end of 2012.
The first phase will be completed by the end of 2012 .,The first phase will be completed by the end of 2012 .
"In the reporting period , net sales rose by 8 % year-on-year to EUR64 .3 m , due to the business acquisitions realized during the first half of 2008-09 , the effect of which was EUR10 .9 m in the review period .","During the reporting period, net sales increased by 8% year-on-year to 64.3 million euros, driven by business acquisitions realized in the first half of 2008-09, with an impact of 10.9 million euros in the period under review."
"In the reporting period , net sales rose by 8 % year-on-year to EUR64 .3 m , due to the business acquisitions realized during the first half of 2008-09 , the effect of which was EUR10 .9 m in the review period .","In the reporting period , net sales rose by 7.9% year-on-year to EUR64 .3 m , due to the business acquisitions realized during the first half of 2008-09 , the effect of which was EUR10 .9 m in the review period ."
"Cuts equivalent to the costs of about 35-45 employees are the target , the company said .","Cuts equivalent to the costs of about 35-45 employees are the target , the company said ."
"Operating profit totalled EUR 21.1 mn , up from EUR 18.6 mn in 2007 , representing 9.7 % of net sales .","Operating profit totalled EUR 21.1 mn , up from EUR 18.6 mn in 2007 , representing 9.6% of net sales ."
Cargotec Germany GmbH has been awarded a contract by Stadtverwaltung Mainz for chassis bodies under Open procedure .,Cargotec Germany GmbH has been awarded a contract by Stadtverwaltung Mainz for chassis bodies under Open procedure .
Etteplan targets to employ at least 20 people in Borl+�nge .,Etteplan targets to employ at least 20 people in Borl+�nge .
Finnish consumers prefer to buy the cheapest beer brand .,Finnish consumers prefer to buy the cheapest beer brands.
Finnish consumers prefer to buy the cheapest beer brand .,Finnish consumers prefer to buy the cheapest beer brand .
"Commission income decreased to EUR 3.8 mn , compared to EUR 4.6 mn in the third quarter of 2007 .","Commission income decreased to EUR 3.8 mn , compared to EUR 4.6 mn in the third quarter of 2007 ."
We offer our customers solutions based on renewable raw materials .,We offering our client solutions based on renewable raw materials .
We offer our customers solutions based on renewable raw materials .,We offer our customers solutions based on renewable raw materials.
We offer our customers solutions based on renewable raw materials .,We offer our customers solutions based on renewable raw materials .
"It is necessary to strengthen the company 's operations , however .","It is necessary to strengthen the company 's operations , however ."
"In a media advisory , the NTSB said that after subsequent testing , `` the train detection system intermittently failed . ''","The National Transportation Safety Board said in a media advisory that following subsequent testing, &quot;the train detection system experienced intermittent failures.&quot; &quot;"
"In a media advisory , the NTSB said that after subsequent testing , `` the train detection system intermittently failed . ''","In a media advisory , the NTSB said that after subsequent testing , `` the train detection system intermittently failed . ''"
Veracel is preparing an appeal in the issue and has asked the court for clarification of the judgement .,Veracel is preparing an appeal in the issue and has asked the court for clarification of the judgement .
"The report examines the medical equipment business structure and operations , history and products , and provides an analysis of its key medical equipment revenue lines .","The report examines the structure and operations, history, and products of the medical devices business and provides an analysis of its key medical device revenue lines."
"The report examines the medical equipment business structure and operations , history and products , and provides an analysis of its key medical equipment revenue lines .","The report examines the medical equipment business structure and operations , history and products , and provides an analysis of its key medical equipment revenue lines ."
"`` Adjustment to the fall in price level , in contrast , has been less effective .","`` Adjustment to the fall in price level , in contrast , has been less effective ."
They will cover all Forest Industry 's units and employees in Finland and concern temporary and permanent lay-offs .,They will cover all woods Industry 's units and employee in Finland and concern temp and perm lay-offs .
They will cover all Forest Industry 's units and employees in Finland and concern temporary and permanent lay-offs .,They will cover all Forest Industry 's units and employees in Finland and concern temporary and permanent lay-offs .
SRV lowered its net sales estimate for the whole of 2008 due to uncertainties in housing sales .,SRV lowered its net sales estimate for the whole of 2008 due to uncertainties in housing sales .
